fruit,path,label
Banana,images/Banana\Banana0206.png,1
Guava,images/Guava/guava total final\Guava03724.png,3
Apple,images/Apple\Apple 02529.png,0
Tomatoes,images/Tomatoes\Tamotoes002137.png,13
Pomegranate,images/Pomegranate\Pomegranet00533.png,12
Orange,images/Orange\Orange002241.png,6
Guava,images/Guava/guava total final\scene14141.png,3
Plum,images/Plum\PlumÒÇé1262.png,11
Mango,images/Mango\Mango004120.png,5
Apple,images/Apple\Apple_0_4667.png,0
Peach,images/Peach\Peach001698.png,7
Kiwi,images/Kiwi/Kiwi C\Kiwi C00874.png,4
Mango,images/Mango\Mango00886.png,5
Guava,images/Guava/guava total final\Guava843.png,3
Banana,images/Banana\Banana02802.png,1
Mango,images/Mango\Mango00745.png,5
Guava,images/Guava/guava total final\Guava02982.png,3
Peach,images/Peach\Peach00265.png,7
muskmelon,images/muskmelon\Muskmelon 002054.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A00636.png,4
Carambola,images/Carambola\Carambola 001056.png,2
Pear,images/Pear\Pear 1638.png,8
Guava,images/Guava/guava total final\Guava224.png,3
Persimmon,images/Persimmon\Persimmon2066.png,9
Peach,images/Peach\Peach001293.png,7
Tomatoes,images/Tomatoes\Tamotoes001473.png,13
Pear,images/Pear\pear_0_8150.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001854.png,4
Persimmon,images/Persimmon\Persimmon678.png,9
Orange,images/Orange\Orange00527.png,6
Guava,images/Guava/guava total final\Guava083.png,3
Guava,images/Guava/guava total final\Guava322.png,3
Mango,images/Mango\Mango00565.png,5
Pomegranate,images/Pomegranate\Pomegranet001726.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002965.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00597.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00839.png,4
Apple,images/Apple\Apple 02528.png,0
Apple,images/Apple\Apple 0493.png,0
Plum,images/Plum\PlumÒÇé1710.png,11
Apple,images/Apple\Apple 02689.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00784.png,4
Apple,images/Apple\Apple 04383.jpeg,0
Carambola,images/Carambola\Carambola 00709.png,2
Guava,images/Guava/guava total final\Guava704.png,3
Apple,images/Apple\Apple 01148.png,0
Pomegranate,images/Pomegranate\Pomegranet00185.png,12
Pear,images/Pear\Pear 1947.png,8
Apple,images/Apple\Apple 01119.png,0
Guava,images/Guava/guava total final\Guava03988.png,3
Persimmon,images/Persimmon\Persimmon969.png,9
Pomegranate,images/Pomegranate\Pomegranet001914.png,12
Mango,images/Mango\Mango003172.png,5
Guava,images/Guava/guava total final\cene05131.png,3
Orange,images/Orange\Orange002234.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00651.png,4
Guava,images/Guava/guava total final\Guava0298.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001138.png,4
Persimmon,images/Persimmon\Persimmon1518.png,9
Apple,images/Apple\Apple 01886.png,0
Persimmon,images/Persimmon\Persimmon1350.png,9
Banana,images/Banana\Banana0668.png,1
Kiwi,images/Kiwi/Kiwi B\Kiwi B00611.png,4
Plum,images/Plum\PlumÒÇé763.png,11
Guava,images/Guava/guava total final\Guava310.png,3
Pomegranate,images/Pomegranate\Pomegranet00546.png,12
Banana,images/Banana\Banana0227.png,1
Apple,images/Apple\Apple 02660.png,0
Peach,images/Peach\Peach001753.png,7
Peach,images/Peach\Peach002443.png,7
Mango,images/Mango\Mango00614.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A001445.png,4
Orange,images/Orange\Orange001967.png,6
Kiwi,images/Kiwi/Kiwi B\Kiwi B00100.png,4
Peach,images/Peach\Peach0014.png,7
Tomatoes,images/Tomatoes\Tamotoes00753.png,13
Plum,images/Plum\PlumÒÇé977.png,11
Pear,images/Pear\Pear 1203.png,8
Persimmon,images/Persimmon\Persimmon949.png,9
Pomegranate,images/Pomegranate\Pomegranet00665.png,12
muskmelon,images/muskmelon\Muskmelon 00687.png,14
Kiwi,images/Kiwi/Kiwi C\Kiwi C00543.png,4
Orange,images/Orange\Orange0083.png,6
Peach,images/Peach\Peach00756.png,7
Pomegranate,images/Pomegranate\Pomegranet00462.png,12
muskmelon,images/muskmelon\Muskmelon 00578.png,14
Mango,images/Mango\Mango004113.png,5
muskmelon,images/muskmelon\Muskmelon 001976.png,14
Apple,images/Apple\Apple 04761.png,0
Peach,images/Peach\Peach001048.png,7
Guava,images/Guava/guava total final\cene02521.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00899.png,4
Peach,images/Peach\Peach001554.png,7
Pitaya,images/Pitaya\Pitaya001811.png,10
Guava,images/Guava/guava total final\Guava02513.png,3
Tomatoes,images/Tomatoes\Tamotoes00582.png,13
Pomegranate,images/Pomegranate\Pomegranet001327.png,12
Apple,images/Apple\Apple 04492.jpeg,0
Banana,images/Banana\Banana01451.png,1
Tomatoes,images/Tomatoes\Tamotoes00424.png,13
Apple,images/Apple\Apple 0317.png,0
Orange,images/Orange\Orange00567.png,6
Mango,images/Mango\Mango002001.png,5
Guava,images/Guava/guava total final\Guava03501.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002044.png,4
Orange,images/Orange\Orange001649.png,6
Pitaya,images/Pitaya\Pitaya002475.png,10
Apple,images/Apple\Apple_0_2127.png,0
Peach,images/Peach\Peach001596.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003897.png,4
Pitaya,images/Pitaya\Pitaya00659.png,10
Guava,images/Guava/guava total final\Guava396.png,3
Apple,images/Apple\Apple 04546.jpeg,0
Carambola,images/Carambola\Carambola 001006.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00955.png,4
Tomatoes,images/Tomatoes\Tamotoes00549.png,13
Peach,images/Peach\Peach0075.png,7
Apple,images/Apple\Apple 01748.png,0
Banana,images/Banana\Banana02380.png,1
Mango,images/Mango\Mango002643.png,5
Orange,images/Orange\Orange00238.png,6
Pitaya,images/Pitaya\Pitaya00716.png,10
Peach,images/Peach\Peach00128.png,7
Apple,images/Apple\Apple_0_8157.png,0
Orange,images/Orange\Orange0050.png,6
Orange,images/Orange\Orange001859.png,6
Pear,images/Pear\Pear 1855.png,8
Banana,images/Banana\Banana02396.png,1
Carambola,images/Carambola\Carambola 001237.png,2
Mango,images/Mango\Mango002966.png,5
Guava,images/Guava/guava total final\Guava0294.png,3
Orange,images/Orange\Orange001597.png,6
Guava,images/Guava/guava total final\Guava72.png,3
Guava,images/Guava/guava total final\Guava01707.png,3
Tomatoes,images/Tomatoes\Tamotoes001755.png,13
Apple,images/Apple\Apple 01215.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A001717.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002586.png,4
Pomegranate,images/Pomegranate\Pomegranet001884.png,12
Guava,images/Guava/guava total final\Guava03213.png,3
muskmelon,images/muskmelon\Muskmelon 00678.png,14
Kiwi,images/Kiwi/Kiwi B\Kiwi B00344.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003788.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001045.png,4
Carambola,images/Carambola\Carambola 00168.png,2
Pomegranate,images/Pomegranate\Pomegranet00924.png,12
Pitaya,images/Pitaya\Pitaya001021.png,10
Carambola,images/Carambola\Carambola 00522.png,2
Peach,images/Peach\Peach002209.png,7
Mango,images/Mango\Mango001507.png,5
Guava,images/Guava/guava total final\Guava579.png,3
Apple,images/Apple\Apple 03326.png,0
Guava,images/Guava/guava total final\scene06901.png,3
Peach,images/Peach\Peach001705.png,7
Apple,images/Apple\Apple 03112.png,0
Plum,images/Plum\PlumÒÇé555.png,11
Pomegranate,images/Pomegranate\Pomegranet001379.png,12
Pitaya,images/Pitaya\Pitaya001677.png,10
Pitaya,images/Pitaya\Pitaya001401.png,10
Mango,images/Mango\Mango001685.png,5
Pear,images/Pear\Pear 1623.png,8
Kiwi,images/Kiwi/Kiwi C\Kiwi C00516.png,4
Banana,images/Banana\Banana01573.png,1
Pomegranate,images/Pomegranate\Pomegranet001489.png,12
Tomatoes,images/Tomatoes\Tamotoes001816.png,13
Plum,images/Plum\PlumÒÇé251.png,11
Pomegranate,images/Pomegranate\Pomegranet00461.png,12
Pear,images/Pear\Pear 2165.png,8
Kiwi,images/Kiwi/kiwi A\Kiwi A001946.png,4
Tomatoes,images/Tomatoes\Tamotoes001988.png,13
Pear,images/Pear\Pear 1856.png,8
Plum,images/Plum\PlumÒÇé1306.png,11
Pear,images/Pear\Pear 347.png,8
Guava,images/Guava/guava total final\Guava01025.png,3
Guava,images/Guava/guava total final\Guava03760.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00102.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001211.png,4
Pitaya,images/Pitaya\Pitaya00813.png,10
Peach,images/Peach\Peach003.png,7
Carambola,images/Carambola\Carambola 001915.png,2
Persimmon,images/Persimmon\Persimmon1052.png,9
Tomatoes,images/Tomatoes\Tamotoes001966.png,13
Banana,images/Banana\Banana01118.png,1
Peach,images/Peach\Peach002098.png,7
Pitaya,images/Pitaya\Pitaya00100.png,10
Pomegranate,images/Pomegranate\Pomegranet00561.png,12
Plum,images/Plum\PlumÒÇé1504.png,11
Pitaya,images/Pitaya\Pitaya00567.png,10
muskmelon,images/muskmelon\Muskmelon 001188.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A00175.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00217.png,4
Guava,images/Guava/guava total final\Guava03095.png,3
Mango,images/Mango\Mango001801.png,5
Pomegranate,images/Pomegranate\Pomegranet006.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003357.png,4
Banana,images/Banana\Banana0450.png,1
Orange,images/Orange\Orange001405.png,6
Mango,images/Mango\Mango00339.png,5
Guava,images/Guava/guava total final\Guava02903.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00960.png,4
Apple,images/Apple\Apple 0862.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00184.png,4
Pear,images/Pear\Pear 692.png,8
Orange,images/Orange\Orange001805.png,6
Guava,images/Guava/guava total final\Guava03399.png,3
Peach,images/Peach\Peach001448.png,7
Pear,images/Pear\Pear 2026.png,8
Apple,images/Apple\Apple 02875.png,0
Pomegranate,images/Pomegranate\Pomegranet00909.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003415.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00745.png,4
Carambola,images/Carambola\Carambola 00771.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003643.png,4
Persimmon,images/Persimmon\Persimmon786.png,9
Banana,images/Banana\Banana02038.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001199.png,4
Plum,images/Plum\PlumÒÇé2279.png,11
Mango,images/Mango\Mango003240.png,5
Mango,images/Mango\Mango002738.png,5
Banana,images/Banana\Banana02382.png,1
Kiwi,images/Kiwi/Kiwi B\Kiwi B00518.png,4
Pitaya,images/Pitaya\Pitaya00737.png,10
Tomatoes,images/Tomatoes\Tamotoes002031.png,13
Guava,images/Guava/guava total final\Guava1110.png,3
Banana,images/Banana\Banana01202.png,1
Orange,images/Orange\Orange002087.png,6
Guava,images/Guava/guava total final\Guava02455.png,3
Apple,images/Apple\Apple 01820.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003834.png,4
Peach,images/Peach\Peach002489.png,7
Pomegranate,images/Pomegranate\Pomegranet00356.png,12
Guava,images/Guava/guava total final\Guava166.png,3
Mango,images/Mango\Mango002390.png,5
Banana,images/Banana\Banana02288.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003401.png,4
Tomatoes,images/Tomatoes\Tamotoes00921.png,13
Orange,images/Orange\Orange001737.png,6
Guava,images/Guava/guava total final\Guava0823.png,3
Tomatoes,images/Tomatoes\Tamotoes00322.png,13
Mango,images/Mango\Mango002300.png,5
Banana,images/Banana\Banana01916.png,1
Pear,images/Pear\pear_0_2042.png,8
Carambola,images/Carambola\Carambola 00526.png,2
Kiwi,images/Kiwi/Kiwi C\Kiwi C00278.png,4
Pomegranate,images/Pomegranate\Pomegranet001981.png,12
Peach,images/Peach\Peach00672.png,7
Pitaya,images/Pitaya\Pitaya002107.png,10
Pitaya,images/Pitaya\Pitaya002200.png,10
Tomatoes,images/Tomatoes\Tamotoes00726.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001218.png,4
Tomatoes,images/Tomatoes\Tamotoes001673.png,13
Peach,images/Peach\Peach00841.png,7
Peach,images/Peach\Peach00364.png,7
Kiwi,images/Kiwi/kiwi A\Kiwi A00902.png,4
Apple,images/Apple\Apple 02097.png,0
Pitaya,images/Pitaya\Pitaya00108.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001262.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00977.png,4
Apple,images/Apple\Apple 02949.png,0
Orange,images/Orange\Orange00569.png,6
Persimmon,images/Persimmon\Persimmon415.png,9
Banana,images/Banana\Banana0367.png,1
Mango,images/Mango\Mango001442.png,5
Orange,images/Orange\Orange00991.png,6
Guava,images/Guava/guava total final\Guava03796.png,3
Guava,images/Guava/guava total final\Guava03496.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003585.png,4
Pear,images/Pear\Pear 493.png,8
Tomatoes,images/Tomatoes\Tamotoes001952.png,13
Apple,images/Apple\Apple 01692.png,0
Apple,images/Apple\Apple 04517.jpeg,0
Pear,images/Pear\Pear 58.png,8
Banana,images/Banana\Banana0810.png,1
Plum,images/Plum\PlumÒÇé1276.png,11
Plum,images/Plum\PlumÒÇé14.png,11
Kiwi,images/Kiwi/Kiwi C\Kiwi C00577.png,4
Pitaya,images/Pitaya\Pitaya001938.png,10
Mango,images/Mango\Mango004006.png,5
Peach,images/Peach\Peach001059.png,7
Tomatoes,images/Tomatoes\Tamotoes0068.png,13
Plum,images/Plum\PlumÒÇé704.png,11
Apple,images/Apple\Apple_0_7736.png,0
Guava,images/Guava/guava total final\Guava1287.png,3
Pear,images/Pear\Pear 1310.png,8
Persimmon,images/Persimmon\Persimmon1990.png,9
Apple,images/Apple\Apple 0497.png,0
Plum,images/Plum\PlumÒÇé1199.png,11
Pitaya,images/Pitaya\Pitaya001277.png,10
Mango,images/Mango\Mango00649.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003968.png,4
Banana,images/Banana\Banana026.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A001698.png,4
Orange,images/Orange\Orange001331.png,6
Pear,images/Pear\Pear 1770.png,8
Apple,images/Apple\Apple 0550.png,0
Apple,images/Apple\Apple 02146.png,0
Guava,images/Guava/guava total final\Guava0214.png,3
Persimmon,images/Persimmon\Persimmon1058.png,9
Mango,images/Mango\Mango003149.png,5
Plum,images/Plum\PlumÒÇé1007.png,11
Kiwi,images/Kiwi/Kiwi C\Kiwi C00221.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001149.png,4
Guava,images/Guava/guava total final\Guava0329.png,3
Peach,images/Peach\Peach002076.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003253.png,4
Mango,images/Mango\Mango001760.png,5
Peach,images/Peach\Peach002250.png,7
Carambola,images/Carambola\Carambola 00213.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003227.png,4
Plum,images/Plum\PlumÒÇé630.png,11
Orange,images/Orange\Orange001618.png,6
Pitaya,images/Pitaya\Pitaya001653.png,10
Mango,images/Mango\Mango0072.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002935.png,4
Persimmon,images/Persimmon\Persimmon893.png,9
Guava,images/Guava/guava total final\ene14881.png,3
Guava,images/Guava/guava total final\Guava941.png,3
Carambola,images/Carambola\Carambola 001282.png,2
Pomegranate,images/Pomegranate\Pomegranet001102.png,12
Tomatoes,images/Tomatoes\Tamotoes001215.png,13
Mango,images/Mango\Mango001441.png,5
Banana,images/Banana\Banana0997.png,1
Pomegranate,images/Pomegranate\Pomegranet00694.png,12
Pear,images/Pear\pear_0_3546.png,8
Peach,images/Peach\Peach001463.png,7
Pear,images/Pear\Pear 1141.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002206.png,4
Persimmon,images/Persimmon\Persimmon864.png,9
Kiwi,images/Kiwi/kiwi A\Kiwi A00998.png,4
Persimmon,images/Persimmon\Persimmon254.png,9
Orange,images/Orange\Orange00560.png,6
Pear,images/Pear\pear_0_3537.png,8
Persimmon,images/Persimmon\Persimmon1651.png,9
Apple,images/Apple\Apple 03630.png,0
Banana,images/Banana\Banana01284.png,1
Banana,images/Banana\Banana02081.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002110.png,4
Mango,images/Mango\Mango001782.png,5
Guava,images/Guava/guava total final\Guava1086.png,3
Guava,images/Guava/guava total final\Guava749.png,3
Apple,images/Apple\Apple 01990.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002478.png,4
Banana,images/Banana\Banana01508.png,1
Mango,images/Mango\Mango004153.png,5
Apple,images/Apple\Apple 01276.png,0
Mango,images/Mango\Mango004093.png,5
Apple,images/Apple\Apple 03791.png,0
Plum,images/Plum\PlumÒÇé1372.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001112.png,4
Plum,images/Plum\PlumÒÇé2024.png,11
Kiwi,images/Kiwi/Kiwi C\Kiwi C00997.png,4
Mango,images/Mango\Mango003074.png,5
Guava,images/Guava/guava total final\Guava0385.png,3
Plum,images/Plum\PlumÒÇé2016.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002075.png,4
Apple,images/Apple\Apple 0938.png,0
Tomatoes,images/Tomatoes\Tamotoes00169.png,13
Pear,images/Pear\Pear 703.png,8
Persimmon,images/Persimmon\Persimmon1814.png,9
Persimmon,images/Persimmon\Persimmon615.png,9
Apple,images/Apple\Apple 0196.png,0
Apple,images/Apple\Apple 04397.jpeg,0
Peach,images/Peach\Peach001283.png,7
Guava,images/Guava/guava total final\Guava02911.png,3
Guava,images/Guava/guava total final\Guava03561.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00118.png,4
Persimmon,images/Persimmon\Persimmon323.png,9
Mango,images/Mango\Mango001377.png,5
Banana,images/Banana\Banana0590.png,1
Banana,images/Banana\Banana0176.png,1
Mango,images/Mango\Mango001553.png,5
Plum,images/Plum\PlumÒÇé595.png,11
muskmelon,images/muskmelon\Muskmelon 001023.png,14
Guava,images/Guava/guava total final\Guava455.png,3
Persimmon,images/Persimmon\Persimmon875.png,9
Guava,images/Guava/guava total final\Guava03178.png,3
Guava,images/Guava/guava total final\Guava02015.png,3
Pitaya,images/Pitaya\Pitaya001418.png,10
Guava,images/Guava/guava total final\Guava01319.png,3
Guava,images/Guava/guava total final\Guava1621.png,3
Apple,images/Apple\Apple 01662.png,0
Guava,images/Guava/guava total final\Guava1217.png,3
Plum,images/Plum\PlumÒÇé1878.png,11
Guava,images/Guava/guava total final\Guava01434.png,3
Orange,images/Orange\Orange001852.png,6
Pear,images/Pear\pear_0_1773.png,8
Banana,images/Banana\Banana0977.png,1
Orange,images/Orange\Orange002318.png,6
Guava,images/Guava/guava total final\Guava03207.png,3
Pomegranate,images/Pomegranate\Pomegranet00243.png,12
Pomegranate,images/Pomegranate\Pomegranet00298.png,12
Pomegranate,images/Pomegranate\Pomegranet001753.png,12
Guava,images/Guava/guava total final\Guava01908.png,3
Plum,images/Plum\PlumÒÇé481.png,11
Pear,images/Pear\Pear 1032.png,8
Apple,images/Apple\Apple 04476.jpeg,0
Guava,images/Guava/guava total final\Guava01129.png,3
Orange,images/Orange\Orange001178.png,6
Carambola,images/Carambola\Carambola 001966.png,2
Peach,images/Peach\Peach001503.png,7
Guava,images/Guava/guava total final\Guava01099.png,3
Guava,images/Guava/guava total final\Guava02670.png,3
muskmelon,images/muskmelon\Muskmelon 001465.png,14
Guava,images/Guava/guava total final\Guava436.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi0075.png,4
Pitaya,images/Pitaya\Pitaya001675.png,10
Guava,images/Guava/guava total final\Guava01549.png,3
Banana,images/Banana\Banana02201.png,1
Apple,images/Apple\Apple 02019.png,0
Apple,images/Apple\Apple 03515.png,0
Tomatoes,images/Tomatoes\Tamotoes00361.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002491.png,4
Pear,images/Pear\Pear 322.png,8
Guava,images/Guava/guava total final\ene11011.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003911.png,4
Mango,images/Mango\Mango00906.png,5
Mango,images/Mango\Mango002455.png,5
Orange,images/Orange\Orange00771.png,6
Tomatoes,images/Tomatoes\Tamotoes001604.png,13
Guava,images/Guava/guava total final\scene10241.png,3
Apple,images/Apple\Apple 03062.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A001453.png,4
Banana,images/Banana\Banana055.png,1
Guava,images/Guava/guava total final\Guava02662.png,3
Tomatoes,images/Tomatoes\Tamotoes00308.png,13
Apple,images/Apple\Apple 01023.png,0
Plum,images/Plum\PlumÒÇé570.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00188.png,4
Mango,images/Mango\Mango002030.png,5
Pear,images/Pear\pear_0_1949.png,8
Guava,images/Guava/guava total final\Guava292.png,3
Orange,images/Orange\Orange001930.png,6
Pitaya,images/Pitaya\Pitaya001531.png,10
Apple,images/Apple\Apple 01930.png,0
Mango,images/Mango\Mango003147.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00863.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C0089.png,4
Guava,images/Guava/guava total final\scene04801.png,3
Banana,images/Banana\Banana02820.png,1
Guava,images/Guava/guava total final\Guava0319.png,3
Tomatoes,images/Tomatoes\Tamotoes001679.png,13
Pomegranate,images/Pomegranate\Pomegranet00899.png,12
